"Geo Code","Geo Name","Line Number"
"2021A0011N9E","N9E",2896733
"2021A0011N9G","N9G",2899364
"2021A0011N9H","N9H",2901995
"2021A0011N9J","N9J",2904626
"2021A0011N9K","N9K",2907257
"2021A0011N9V","N9V",2909888
"2021A0011N9Y","N9Y",2912519
"2021A0011P0A","P0A",2915150
"2021A0011P0B","P0B",2917781
"2021A0011P0C","P0C",2920412
"2021A0011P0E","P0E",2923043
"2021A0011P0G","P0G",2925674
"2021A0011P0H","P0H",2928305
"2021A0011P0J","P0J",2930936
"2021A0011P0K","P0K",2933567
"2021A0011P0L","P0L",2936198
"2021A0011P0M","P0M",2938829
"2021A0011P0N","P0N",2941460
"2021A0011P0P","P0P",2944091
"2021A0011P0R","P0R",2946722
"2021A0011P0S","P0S",2949353
"2021A0011P0T","P0T",2951984
"2021A0011P0V","P0V",2954615
"2021A0011P0W","P0W",2957246
"2021A0011P0X","P0X",2959877
"2021A0011P0Y","P0Y",2962508
"2021A0011P1A","P1A",2965139
"2021A0011P1B","P1B",2967770
"2021A0011P1C","P1C",2970401
"2021A0011P1H","P1H",2973032
"2021A0011P1L","P1L",2975663
"2021A0011P1P","P1P",2978294
"2021A0011P2A","P2A",2980925
"2021A0011P2B","P2B",2983556
"2021A0011P2N","P2N",2986187
"2021A0011P3A","P3A",2988818
"2021A0011P3B","P3B",2991449
"2021A0011P3C","P3C",2994080
"2021A0011P3E","P3E",2996711
"2021A0011P3G","P3G",2999342
"2021A0011P3L","P3L",3001973
"2021A0011P3N","P3N",3004604
"2021A0011P3P","P3P",3007235
"2021A0011P3Y","P3Y",3009866
"2021A0011P4N","P4N",3012497
"2021A0011P4P","P4P",3015128
"2021A0011P4R","P4R",3017759
"2021A0011P5A","P5A",3020390
"2021A0011P5E","P5E",3023021
"2021A0011P5N","P5N",3025652
"2021A0011P6A","P6A",3028283
"2021A0011P6B","P6B",3030914
"2021A0011P6C","P6C",3033545
"2021A0011P7A","P7A",3036176
"2021A0011P7B","P7B",3038807
"2021A0011P7C","P7C",3041438
"2021A0011P7E","P7E",3044069
"2021A0011P7G","P7G",3046700
"2021A0011P7J","P7J",3049331
"2021A0011P7K","P7K",3051962
"2021A0011P7L","P7L",3054593
"2021A0011P8N","P8N",3057224
"2021A0011P8T","P8T",3059855
"2021A0011P9A","P9A",3062486
"2021A0011P9N","P9N",3065117
"2021A0011R0A","R0A",3067748
"2021A0011R0B","R0B",3070379
"2021A0011R0C","R0C",3073010
"2021A0011R0E","R0E",3075641
"2021A0011R0G","R0G",3078272
"2021A0011R0H","R0H",3080903
"2021A0011R0J","R0J",3083534
"2021A0011R0K","R0K",3086165
"2021A0011R0L","R0L",3088796
"2021A0011R0M","R0M",3091427
"2021A0011R1A","R1A",3094058
"2021A0011R1B","R1B",3096689
"2021A0011R1C","R1C",3099320
"2021A0011R1N","R1N",3101951
"2021A0011R2C","R2C",3104582
"2021A0011R2E","R2E",3107213
"2021A0011R2G","R2G",3109844
"2021A0011R2H","R2H",3112475
"2021A0011R2J","R2J",3115106
"2021A0011R2K","R2K",3117737
"2021A0011R2L","R2L",3120368
"2021A0011R2M","R2M",3122999
"2021A0011R2N","R2N",3125630
"2021A0011R2P","R2P",3128261
"2021A0011R2R","R2R",3130892
"2021A0011R2V","R2V",3133523
"2021A0011R2W","R2W",3136154
"2021A0011R2X","R2X",3138785
"2021A0011R2Y","R2Y",3141416
"2021A0011R3A","R3A",3144047
"2021A0011R3B","R3B",3146678
"2021A0011R3C","R3C",3149309
"2021A0011R3E","R3E",3151940
"2021A0011R3G","R3G",3154571
"2021A0011R3H","R3H",3157202
"2021A0011R3J","R3J",3159833
"2021A0011R3K","R3K",3162464
"2021A0011R3L","R3L",3165095
"2021A0011R3M","R3M",3167726
"2021A0011R3N","R3N",3170357
"2021A0011R3P","R3P",3172988
"2021A0011R3R","R3R",3175619
"2021A0011R3S","R3S",3178250
"2021A0011R3T","R3T",3180881
"2021A0011R3V","R3V",3183512
"2021A0011R3W","R3W",3186143
"2021A0011R3X","R3X",3188774
"2021A0011R3Y","R3Y",3191405
"2021A0011R4A","R4A",3194036
"2021A0011R4G","R4G",3196667
"2021A0011R4H","R4H",3199298
"2021A0011R4J","R4J",3201929
"2021A0011R4K","R4K",3204560
"2021A0011R4L","R4L",3207191
"2021A0011R5A","R5A",3209822
"2021A0011R5G","R5G",3212453
"2021A0011R5H","R5H",3215084
"2021A0011R5J","R5J",3217715
"2021A0011R5K","R5K",3220346
"2021A0011R5L","R5L",3222977
"2021A0011R5M","R5M",3225608
"2021A0011R5N","R5N",3228239
"2021A0011R5P","R5P",3230870
"2021A0011R5R","R5R",3233501
"2021A0011R5T","R5T",3236132
"2021A0011R6M","R6M",3238763
"2021A0011R6W","R6W",3241394
"2021A0011R7A","R7A",3244025
"2021A0011R7B","R7B",3246656
"2021A0011R7C","R7C",3249287
"2021A0011R7N","R7N",3251918
"2021A0011R8A","R8A",3254549
"2021A0011R8N","R8N",3257180
"2021A0011R9A","R9A",3259811
"2021A0011S0A","S0A",3262442
"2021A0011S0C","S0C",3265073
"2021A0011S0E","S0E",3267704
"2021A0011S0G","S0G",3270335
"2021A0011S0H","S0H",3272966
"2021A0011S0J","S0J",3275597
"2021A0011S0K","S0K",3278228
"2021A0011S0L","S0L",3280859
"2021A0011S0M","S0M",3283490
"2021A0011S0N","S0N",3286121
"2021A0011S0P","S0P",3288752
"2021A0011S2V","S2V",3291383
"2021A0011S3N","S3N",3294014
"2021A0011S4A","S4A",3296645
"2021A0011S4H","S4H",3299276
"2021A0011S4K","S4K",3301907
"2021A0011S4L","S4L",3304538
"2021A0011S4N","S4N",3307169
"2021A0011S4P","S4P",3309800
"2021A0011S4R","S4R",3312431
"2021A0011S4S","S4S",3315062
"2021A0011S4T","S4T",3317693
"2021A0011S4V","S4V",3320324
"2021A0011S4W","S4W",3322955
"2021A0011S4X","S4X",3325586
"2021A0011S4Y","S4Y",3328217
"2021A0011S4Z","S4Z",3330848
"2021A0011S6H","S6H",3333479
"2021A0011S6J","S6J",3336110
"2021A0011S6K","S6K",3338741
"2021A0011S6V","S6V",3341372
"2021A0011S6W","S6W",3344003
"2021A0011S6X","S6X",3346634
"2021A0011S7A","S7A",3349265
"2021A0011S7B","S7B",3351896
"2021A0011S7C","S7C",3354527
"2021A0011S7H","S7H",3357158
"2021A0011S7J","S7J",3359789
"2021A0011S7K","S7K",3362420
"2021A0011S7L","S7L",3365051
"2021A0011S7M","S7M",3367682
"2021A0011S7N","S7N",3370313
"2021A0011S7P","S7P",3372944
"2021A0011S7R","S7R",3375575
"2021A0011S7S","S7S",3378206
"2021A0011S7T","S7T",3380837
"2021A0011S7V","S7V",3383468
"2021A0011S7W","S7W",3386099
"2021A0011S9A","S9A",3388730
"2021A0011S9H","S9H",3391361
"2021A0011S9V","S9V",3393992
"2021A0011S9X","S9X",3396623
"2021A0011T0A","T0A",3399254
"2021A0011T0B","T0B",3401885
"2021A0011T0C","T0C",3404516
"2021A0011T0E","T0E",3407147
"2021A0011T0G","T0G",3409778
"2021A0011T0H","T0H",3412409
"2021A0011T0J","T0J",3415040
"2021A0011T0K","T0K",3417671
"2021A0011T0L","T0L",3420302
"2021A0011T0M","T0M",3422933
"2021A0011T0P","T0P",3425564
"2021A0011T1A","T1A",3428195
"2021A0011T1B","T1B",3430826
"2021A0011T1C","T1C",3433457
"2021A0011T1G","T1G",3436088
"2021A0011T1H","T1H",3438719
"2021A0011T1J","T1J",3441350
"2021A0011T1K","T1K",3443981
"2021A0011T1L","T1L",3446612
"2021A0011T1M","T1M",3449243
"2021A0011T1P","T1P",3451874
"2021A0011T1R","T1R",3454505
"2021A0011T1S","T1S",3457136
"2021A0011T1V","T1V",3459767
"2021A0011T1W","T1W",3462398
"2021A0011T1X","T1X",3465029
"2021A0011T1Y","T1Y",3467660
"2021A0011T1Z","T1Z",3470291
"2021A0011T2A","T2A",3472922
"2021A0011T2B","T2B",3475553
"2021A0011T2C","T2C",3478184
"2021A0011T2E","T2E",3480815
"2021A0011T2G","T2G",3483446
"2021A0011T2H","T2H",3486077
"2021A0011T2J","T2J",3488708
"2021A0011T2K","T2K",3491339
"2021A0011T2L","T2L",3493970
"2021A0011T2M","T2M",3496601
"2021A0011T2N","T2N",3499232
"2021A0011T2P","T2P",3501863
"2021A0011T2R","T2R",3504494
"2021A0011T2S","T2S",3507125
"2021A0011T2T","T2T",3509756
"2021A0011T2V","T2V",3512387
"2021A0011T2W","T2W",3515018
"2021A0011T2X","T2X",3517649
"2021A0011T2Y","T2Y",3520280
"2021A0011T2Z","T2Z",3522911
"2021A0011T3A","T3A",3525542
"2021A0011T3B","T3B",3528173
"2021A0011T3C","T3C",3530804
"2021A0011T3E","T3E",3533435
"2021A0011T3G","T3G",3536066
"2021A0011T3H","T3H",3538697
"2021A0011T3J","T3J",3541328
"2021A0011T3K","T3K",3543959
"2021A0011T3L","T3L",3546590
"2021A0011T3M","T3M",3549221
"2021A0011T3N","T3N",3551852
"2021A0011T3P","T3P",3554483
"2021A0011T3R","T3R",3557114
"2021A0011T3S","T3S",3559745
"2021A0011T3Z","T3Z",3562376
"2021A0011T4A","T4A",3565007
"2021A0011T4B","T4B",3567638
"2021A0011T4C","T4C",3570269
"2021A0011T4E","T4E",3572900
"2021A0011T4G","T4G",3575531
"2021A0011T4H","T4H",3578162
"2021A0011T4J","T4J",3580793
"2021A0011T4L","T4L",3583424
"2021A0011T4M","T4M",3586055
"2021A0011T4N","T4N",3588686
"2021A0011T4P","T4P",3591317
"2021A0011T4R","T4R",3593948
"2021A0011T4S","T4S",3596579
"2021A0011T4T","T4T",3599210
"2021A0011T4V","T4V",3601841
"2021A0011T4X","T4X",3604472
"2021A0011T5A","T5A",3607103
"2021A0011T5B","T5B",3609734
"2021A0011T5C","T5C",3612365
"2021A0011T5E","T5E",3614996
"2021A0011T5G","T5G",3617627
"2021A0011T5H","T5H",3620258
"2021A0011T5J","T5J",3622889
"2021A0011T5K","T5K",3625520
"2021A0011T5L","T5L",3628151
"2021A0011T5M","T5M",3630782
"2021A0011T5N","T5N",3633413
"2021A0011T5P","T5P",3636044
"2021A0011T5R","T5R",3638675
"2021A0011T5S","T5S",3641306
"2021A0011T5T","T5T",3643937
"2021A0011T5V","T5V",3646568
"2021A0011T5W","T5W",3649199
"2021A0011T5X","T5X",3651830
"2021A0011T5Y","T5Y",3654461
"2021A0011T5Z","T5Z",3657092
"2021A0011T6A","T6A",3659723
"2021A0011T6B","T6B",3662354
"2021A0011T6C","T6C",3664985
"2021A0011T6E","T6E",3667616
"2021A0011T6G","T6G",3670247
"2021A0011T6H","T6H",3672878
"2021A0011T6J","T6J",3675509
"2021A0011T6K","T6K",3678140
"2021A0011T6L","T6L",3680771
"2021A0011T6M","T6M",3683402
"2021A0011T6N","T6N",3686033
"2021A0011T6P","T6P",3688664
"2021A0011T6R","T6R",3691295
"2021A0011T6S","T6S",3693926
"2021A0011T6T","T6T",3696557
"2021A0011T6V","T6V",3699188
"2021A0011T6W","T6W",3701819
"2021A0011T6X","T6X",3704450
"2021A0011T6Y","T6Y",3707081
"2021A0011T7A","T7A",3709712
"2021A0011T7E","T7E",3712343
"2021A0011T7N","T7N",3714974
"2021A0011T7P","T7P",3717605
"2021A0011T7S","T7S",3720236
"2021A0011T7V","T7V",3722867
"2021A0011T7X","T7X",3725498
"2021A0011T7Y","T7Y",3728129
"2021A0011T7Z","T7Z",3730760
"2021A0011T8A","T8A",3733391
"2021A0011T8B","T8B",3736022
"2021A0011T8C","T8C",3738653
"2021A0011T8E","T8E",3741284
"2021A0011T8G","T8G",3743915
"2021A0011T8H","T8H",3746546
"2021A0011T8L","T8L",3749177
"2021A0011T8N","T8N",3751808
"2021A0011T8R","T8R",3754439
"2021A0011T8S","T8S",3757070
"2021A0011T8T","T8T",3759701
"2021A0011T8V","T8V",3762332
"2021A0011T8W","T8W",3764963
"2021A0011T8X","T8X",3767594
"2021A0011T9A","T9A",3770225
"2021A0011T9C","T9C",3772856
"2021A0011T9E","T9E",3775487
"2021A0011T9G","T9G",3778118
"2021A0011T9H","T9H",3780749
"2021A0011T9J","T9J",3783380
"2021A0011T9K","T9K",3786011
"2021A0011T9M","T9M",3788642
"2021A0011T9N","T9N",3791273
"2021A0011T9S","T9S",3793904
"2021A0011T9V","T9V",3796535
"2021A0011T9W","T9W",3799166
"2021A0011T9X","T9X",3801797
"2021A0011V0A","V0A",3804428
"2021A0011V0B","V0B",3807059
"2021A0011V0C","V0C",3809690
"2021A0011V0E","V0E",3812321
"2021A0011V0G","V0G",3814952
"2021A0011V0H","V0H",3817583
"2021A0011V0J","V0J",3820214
"2021A0011V0K","V0K",3822845
"2021A0011V0L","V0L",3825476
"2021A0011V0M","V0M",3828107
"2021A0011V0N","V0N",3830738
"2021A0011V0P","V0P",3833369
"2021A0011V0R","V0R",3836000
"2021A0011V0S","V0S",3838631
"2021A0011V0T","V0T",3841262
"2021A0011V0V","V0V",3843893
"2021A0011V0W","V0W",3846524
"2021A0011V0X","V0X",3849155
"2021A0011V1A","V1A",3851786
"2021A0011V1B","V1B",3854417
"2021A0011V1C","V1C",3857048
"2021A0011V1E","V1E",3859679
"2021A0011V1G","V1G",3862310
"2021A0011V1H","V1H",3864941
"2021A0011V1J","V1J",3867572
"2021A0011V1K","V1K",3870203
"2021A0011V1L","V1L",3872834
"2021A0011V1M","V1M",3875465
"2021A0011V1N","V1N",3878096
"2021A0011V1P","V1P",3880727
"2021A0011V1R","V1R",3883358
"2021A0011V1S","V1S",3885989
"2021A0011V1T","V1T",3888620
"2021A0011V1V","V1V",3891251
"2021A0011V1W","V1W",3893882
"2021A0011V1X","V1X",3896513
"2021A0011V1Y","V1Y",3899144
"2021A0011V1Z","V1Z",3901775
"2021A0011V2A","V2A",3904406
"2021A0011V2B","V2B",3907037
"2021A0011V2C","V2C",3909668
"2021A0011V2E","V2E",3912299
"2021A0011V2G","V2G",3914930
"2021A0011V2H","V2H",3917561
"2021A0011V2J","V2J",3920192
"2021A0011V2K","V2K",3922823
"2021A0011V2L","V2L",3925454
"2021A0011V2M","V2M",3928085
"2021A0011V2N","V2N",3930716
"2021A0011V2P","V2P",3933347
"2021A0011V2R","V2R",3935978
"2021A0011V2S","V2S",3938609
"2021A0011V2T","V2T",3941240
"2021A0011V2V","V2V",3943871
"2021A0011V2W","V2W",3946502
"2021A0011V2X","V2X",3949133
"2021A0011V2Y","V2Y",3951764
"2021A0011V2Z","V2Z",3954395
"2021A0011V3A","V3A",3957026
"2021A0011V3B","V3B",3959657
"2021A0011V3C","V3C",3962288
"2021A0011V3E","V3E",3964919
"2021A0011V3G","V3G",3967550
"2021A0011V3H","V3H",3970181
"2021A0011V3J","V3J",3972812
"2021A0011V3K","V3K",3975443
"2021A0011V3L","V3L",3978074
"2021A0011V3M","V3M",3980705
"2021A0011V3N","V3N",3983336
"2021A0011V3R","V3R",3985967
"2021A0011V3S","V3S",3988598
"2021A0011V3T","V3T",3991229
"2021A0011V3V","V3V",3993860
"2021A0011V3W","V3W",3996491
"2021A0011V3X","V3X",3999122
"2021A0011V3Y","V3Y",4001753
"2021A0011V3Z","V3Z",4004384
"2021A0011V4A","V4A",4007015
"2021A0011V4B","V4B",4009646
"2021A0011V4C","V4C",4012277
"2021A0011V4E","V4E",4014908
"2021A0011V4G","V4G",4017539
"2021A0011V4K","V4K",4020170
"2021A0011V4L","V4L",4022801
"2021A0011V4M","V4M",4025432
"2021A0011V4N","V4N",4028063
"2021A0011V4P","V4P",4030694
"2021A0011V4R","V4R",4033325
"2021A0011V4S","V4S",4035956
"2021A0011V4T","V4T",4038587
"2021A0011V4V","V4V",4041218
"2021A0011V4W","V4W",4043849
"2021A0011V4X","V4X",4046480
"2021A0011V4Z","V4Z",4049111
"2021A0011V5A","V5A",4051742
"2021A0011V5B","V5B",4054373
"2021A0011V5C","V5C",4057004
"2021A0011V5E","V5E",4059635
"2021A0011V5G","V5G",4062266
"2021A0011V5H","V5H",4064897
"2021A0011V5J","V5J",4067528
"2021A0011V5K","V5K",4070159
"2021A0011V5L","V5L",4072790
"2021A0011V5M","V5M",4075421
"2021A0011V5N","V5N",4078052
"2021A0011V5P","V5P",4080683
"2021A0011V5R","V5R",4083314
"2021A0011V5S","V5S",4085945
"2021A0011V5T","V5T",4088576
"2021A0011V5V","V5V",4091207
"2021A0011V5W","V5W",4093838
"2021A0011V5X","V5X",4096469
"2021A0011V5Y","V5Y",4099100
"2021A0011V5Z","V5Z",4101731
"2021A0011V6A","V6A",4104362
"2021A0011V6B","V6B",4106993
"2021A0011V6C","V6C",4109624
"2021A0011V6E","V6E",4112255
"2021A0011V6G","V6G",4114886
"2021A0011V6H","V6H",4117517
"2021A0011V6J","V6J",4120148
"2021A0011V6K","V6K",4122779
"2021A0011V6L","V6L",4125410
"2021A0011V6M","V6M",4128041
"2021A0011V6N","V6N",4130672
"2021A0011V6P","V6P",4133303
"2021A0011V6R","V6R",4135934
"2021A0011V6S","V6S",4138565
"2021A0011V6T","V6T",4141196
"2021A0011V6V","V6V",4143827
"2021A0011V6W","V6W",4146458
"2021A0011V6X","V6X",4149089
"2021A0011V6Y","V6Y",4151720
"2021A0011V6Z","V6Z",4154351
"2021A0011V7A","V7A",4156982
"2021A0011V7B","V7B",4159613
"2021A0011V7C","V7C",4162244
"2021A0011V7E","V7E",4164875
"2021A0011V7G","V7G",4167506
"2021A0011V7H","V7H",4170137
"2021A0011V7J","V7J",4172768
"2021A0011V7K","V7K",4175399
"2021A0011V7L","V7L",4178030
"2021A0011V7M","V7M",4180661
"2021A0011V7N","V7N",4183292
"2021A0011V7P","V7P",4185923
"2021A0011V7R","V7R",4188554
"2021A0011V7S","V7S",4191185
"2021A0011V7T","V7T",4193816
"2021A0011V7V","V7V",4196447
"2021A0011V7W","V7W",4199078
"2021A0011V7Z","V7Z",4201709
"2021A0011V8A","V8A",4204340
"2021A0011V8B","V8B",4206971
"2021A0011V8C","V8C",4209602
"2021A0011V8E","V8E",4212233
"2021A0011V8G","V8G",4214864
"2021A0011V8J","V8J",4217495
"2021A0011V8K","V8K",4220126
"2021A0011V8L","V8L",4222757
"2021A0011V8M","V8M",4225388
"2021A0011V8N","V8N",4228019
"2021A0011V8P","V8P",4230650
"2021A0011V8R","V8R",4233281
"2021A0011V8S","V8S",4235912
"2021A0011V8T","V8T",4238543
"2021A0011V8V","V8V",4241174
"2021A0011V8W","V8W",4243805
"2021A0011V8X","V8X",4246436
"2021A0011V8Y","V8Y",4249067
"2021A0011V8Z","V8Z",4251698
"2021A0011V9A","V9A",4254329
"2021A0011V9B","V9B",4256960
"2021A0011V9C","V9C",4259591
"2021A0011V9E","V9E",4262222
"2021A0011V9G","V9G",4264853
"2021A0011V9H","V9H",4267484
"2021A0011V9J","V9J",4270115
"2021A0011V9K","V9K",4272746
"2021A0011V9L","V9L",4275377
"2021A0011V9M","V9M",4278008
"2021A0011V9N","V9N",4280639
"2021A0011V9P","V9P",4283270
"2021A0011V9R","V9R",4285901
"2021A0011V9S","V9S",4288532
"2021A0011V9T","V9T",4291163
"2021A0011V9V","V9V",4293794
"2021A0011V9W","V9W",4296425
"2021A0011V9X","V9X",4299056
"2021A0011V9Y","V9Y",4301687
"2021A0011V9Z","V9Z",4304318
"2021A0011X0A","X0A",4306949
"2021A0011X0B","X0B",4309580
"2021A0011X0C","X0C",4312211
"2021A0011X0E","X0E",4314842
"2021A0011X0G","X0G",4317473
"2021A0011X1A","X1A",4320104
"2021A0011Y0A","Y0A",4322735
"2021A0011Y0B","Y0B",4325366
"2021A0011Y1A","Y1A",4327997
