"geo_name","cluster","LANDAREA","Total population","Median age","Average age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago"
"A0A",8,4136.6221,44930,51.6,47.2,29800,36480,64.4,0.3,35,55
"A0B",8,4152.6284,19285,57.2,51.6,28600,35160,60.3,0.3,0,50
"A0C",8,2733.4722,11970,56.4,51.2,26600,31760,57.6,0.3,10,50
"A0E",8,6365.8235,21210,54.8,49.6,27400,34640,63,0.3,0,25
"A0G",8,15499.6047,33315,56,50.7,26400,32040,55.9,0.3,15,65
"A0H",8,20867.7402,16745,55.2,50,26800,32200,58.4,0.3,0,10
"A0J",8,1823.4152,7495,55.6,50.7,26000,32720,59.3,0.3,0,0
"A0K",8,58466.1398,24660,55.2,50.5,28400,34200,60.5,0.3,30,85
"A0L",8,1490.5444,7505,50.8,46.8,32000,36920,62.5,0.2,0,0
"A0M",8,3493.0858,5465,55.6,50.5,29400,36440,63.6,0.2,0,0
"A0N",8,12012.2029,12385,56.8,51.5,24600,29520,51.6,0.3,0,15
"A0P",2,154110.1059,13060,36,36.8,39600,43520,78.8,0.3,35,270
"A0R",3,64964.7996,2660,36.4,35.8,55600,59550,89.6,0.2,0,20
"A1A",6,42.2284,30090,45.2,44.4,38400,48200,71.2,0.3,165,1230
"A1B",6,52.2588,20905,34,39,28400,39960,71.4,0.3,340,2410
"A1C",12,3.9805,12710,39.6,42.1,28000,38840,71.8,0.4,95,665
"A1E",11,14.2423,26860,46.8,45.6,32400,39360,66.8,0.3,130,860
"A1G",11,10.7733,5805,44,43,36000,41840,75.2,0.3,0,60
"A1H",2,153.9089,6470,37.6,36.6,50400,55550,85.4,0.2,10,50
"A1K",2,86.0335,12345,43.2,40.8,42400,51250,78.2,0.3,15,70
"A1L",2,29.6684,22960,38,37.3,44400,50200,83.6,0.2,0,135
"A1M",2,57.6063,8405,42.8,40.7,42400,51040,77.6,0.3,0,65
"A1N",11,15.6504,22475,46,44.5,36000,40360,69.8,0.3,65,165
"A1S",7,158.4788,6105,45.6,43.3,36000,40480,74,0.3,0,20
"A1V",11,104.5283,11890,45.2,43.7,35200,42200,72.4,0.3,25,180
"A1W",7,23.2536,11175,44.4,42.3,39600,46440,77.2,0.3,15,75
"A1X",7,36.47,15945,42.4,41.5,37600,41360,77.6,0.2,10,35
"A1Y",8,130.7763,5440,52.4,47.9,27600,34360,61.6,0.3,15,30
"A2A",11,27.2342,9280,48,45.3,32400,39120,66.6,0.3,0,130
"A2B",8,27.6087,4740,50.8,47.3,26600,32400,65.4,0.3,0,0
"A2H",11,1494.7447,25290,48.8,46.2,32000,37400,66.4,0.3,60,300
"A2N",8,49.5011,8615,51.6,47.4,28200,34240,59.6,0.3,35,105
"A2V",3,34.1095,7450,38.8,37.9,51600,59000,86,0.2,20,225
"A5A",11,855.5309,8435,46.8,44.7,30600,37880,70.6,0.3,10,90
"A8A",8,4645.6008,6475,52.4,48,27600,34000,62,0.3,0,40
"B0C",8,1603.8466,2750,52.4,47.5,31200,34960,56.5,0.3,15,30
"B0E",8,5995.6604,25920,54,48.6,30000,35000,58.7,0.3,65,370
"B0H",8,2614.0401,9795,53.6,48,29800,34320,63.4,0.3,25,60
"B0J",8,5165.7381,41030,54,48.9,30800,36920,61.4,0.3,140,570
"B0K",8,3452.0117,35140,52,47.7,30200,35000,60.4,0.3,115,305
"B0L",8,215.4799,2335,54.4,48.9,28000,29520,57.4,0.3,0,0
"B0M",8,4101.9623,17445,51.2,47.3,28800,32880,61.8,0.3,45,105
"B0N",8,4851.283,40485,48,44.9,31600,35240,67.4,0.3,25,225
"B0P",8,1789.892,41540,47.6,44.9,30800,35280,64.8,0.3,70,425
"B0R",8,1105.3853,6090,56,50.2,27800,32600,55.4,0.3,30,20
"B0S",8,2829.946,17870,55.2,49.6,26400,31080,56.8,0.3,90,210
"B0T",8,3963.5831,14730,54.8,49.5,27600,32920,58.9,0.3,70,145
"B0V",8,291.8703,5655,54,48.8,25200,30640,58.8,0.3,55,125
"B0W",8,4328.5247,25890,52.8,48.2,29200,33920,64.8,0.3,70,145
"B1A",8,30.7175,14990,50,46.5,27400,32160,59.9,0.3,20,310
"B1B",8,155.8567,1235,54.4,49.5,30400,34700,58.4,0.3,0,0
"B1C",8,237.7669,1700,55.6,49.9,32800,36160,60.2,0.3,0,0
"B1E",8,5.0542,1535,49.2,46.1,28400,31950,58.8,0.2,0,0
"B1G",8,6.2855,1795,53.6,48.6,27200,32960,59.4,0.2,0,0
"B1H",8,54.2751,9150,52.8,47.9,28000,31960,57.4,0.3,0,60
"B1J",4,281.5396,1150,61.2,54.3,35200,39500,49.2,0.3,0,0
"B1K",8,770.9546,3335,54.8,49.3,34400,41320,65.4,0.3,0,25
"B1L",8,183.4694,4950,49.2,45.7,36000,40880,68.6,0.3,0,60
"B1M",8,49.332,1270,49.2,46,34400,36700,65.2,0.3,0,30
"B1N",8,55.3009,5605,46,44.1,26800,30200,58.6,0.3,25,180
"B1P",12,42.873,14700,43.6,43.9,26800,31120,61.7,0.3,215,1480
"B1R",11,25.417,4480,48.4,45.7,35600,39000,65.6,0.2,0,30
"B1S",18,14.8871,8825,51.2,48.2,31800,37480,61.4,0.3,55,260
"B1T",4,180.6172,400,61.2,53.1,32400,38000,57,0.3,0,0
"B1V",8,11.7201,6085,49.6,45.7,29000,32280,58.6,0.3,0,0
"B1W",15,35.909,3520,25.4,29.2,16600,24200,64.4,0.3,0,0
"B1X",8,235.0407,925,54.4,48.6,32800,40600,56.8,0.2,0,0
"B1Y",8,236.5393,5945,53.2,48.2,32000,36360,61,0.3,10,10
"B2A",8,78.6914,7710,54.4,49,28800,33240,59.2,0.3,0,15
"B2C",4,170.2944,265,60.4,53,29600,37200,56,0.3,0,0
"B2E",,73.0693,55,66,64,,,,,,
"B2G",8,996.4274,15315,45.6,44.4,32800,38080,64,0.3,170,455
"B2H",8,311.9752,15330,49.6,46.5,31000,36680,61.9,0.3,75,245
"B2J",,110.1724,65,56.8,54,,,,,,
"B2N",8,57.1758,20815,47.2,45.7,28200,33600,63.9,0.3,135,800
"B2R",2,54.3199,2550,46.8,44.5,42000,51250,69.4,0.3,0,55
"B2S",7,458.5052,8010,42.4,40.8,37200,41600,76.4,0.2,10,55
"B2T",2,545.0617,17780,43.2,40.8,42000,54150,80.6,0.3,50,250
"B2V",7,11.2236,12250,43.2,41.7,40800,44760,73,0.2,40,280
"B2W",11,22.9358,33145,46.4,44.8,37600,41600,67.6,0.2,55,520
"B2X",11,12.06,12035,42,41.6,36000,41760,73,0.3,65,565
"B2Y",12,6.3741,15420,42,43.5,32800,37600,70.2,0.3,85,725
"B2Z",7,118.3062,8335,47.6,44.4,37200,40600,73,0.2,30,50
"B3A",12,24.742,21855,40.8,42.2,29800,34920,71,0.3,120,1720
"B3B",12,3.0519,1690,34.8,37.1,32000,34700,74.8,0.2,0,75
"B3E",7,94.8735,7085,44.4,42.2,38000,42120,72.2,0.2,0,20
"B3G",7,32.5854,11275,40.8,40.2,37600,40040,77,0.2,40,115
"B3H",10,6.6375,20790,29,37.6,25800,43160,64.8,0.4,675,3240
"B3J",10,0.9453,9090,28.4,34.3,27800,37840,73.6,0.4,415,2090
"B3K",12,6.5399,23205,35.2,40.1,31000,36480,75.2,0.3,250,1955
"B3L",12,4.4422,18405,34.8,38.4,31600,38640,74.6,0.3,195,1865
"B3M",12,12.0434,37555,37.2,40,31600,37560,70.8,0.3,825,5595
"B3N",12,7.5457,14945,39.6,41.6,34000,40520,69.8,0.3,135,1165
"B3P",6,11.9286,11390,39.6,41.8,36000,41760,70.4,0.3,150,1075
"B3R",19,14.7484,9500,38.4,38.9,28400,31920,70,0.3,35,605
"B3S",6,3.8052,13820,43.6,45.3,33200,36920,65,0.3,195,1470
"B3T",7,215.295,17775,41.6,40.2,39200,42000,77.6,0.2,110,335
"B3V",7,124.474,6135,46,43.7,38000,41800,73.8,0.3,15,70
"B3Z",2,508.0347,17840,45.6,42.4,42000,47080,74,0.3,55,215
"B4A",2,19.8529,18545,43.2,41.9,39600,47360,69.2,0.3,125,1175
"B4B",3,163.0519,19570,40.4,39.1,42800,50360,76.6,0.3,185,1220
"B4C",11,33.9042,18425,44,42.9,34000,36720,70.8,0.2,25,265
"B4E",7,41.3849,19715,40,39.2,38000,41200,79.2,0.2,75,400
"B4G",7,115.2362,5430,41.2,39.7,41200,42120,79.8,0.2,10,55
"B4H",8,732.8223,13725,50,46.5,29000,33960,62.7,0.3,45,155
"B4N",8,321.1869,18025,46.4,44.7,29000,34440,64.2,0.3,95,500
"B4P",8,221.0262,8780,47.6,45.9,28200,35280,57.5,0.3,120,560
"B4R",7,7.7363,2860,46.4,44,35600,37880,66.8,0.2,10,115
"B4V",8,638.0046,20375,51.6,47.9,29400,33880,61.9,0.3,30,365
"B5A",8,553.1379,16750,50,46.5,27800,33400,63.3,0.3,105,265
"B6L",7,877.8391,12990,46,43.4,34400,38760,71,0.3,10,80
"B9A",8,78.4585,4470,48.4,45.8,30000,35000,64.6,0.3,20,120
"C0A",8,3089.0533,48140,44.8,43.1,33200,36920,67.4,0.3,185,1070
"C0B",8,2005.1851,29900,47.2,44.4,32000,35600,68.2,0.3,180,765
"C1A",12,21.5076,25860,40.4,43,28400,34360,66.4,0.3,380,3455
"C1B",19,233.9523,14820,40.4,40.1,37200,42200,72.2,0.3,150,965
"C1C",19,42.3774,5240,39.6,41.1,33200,35240,71.2,0.2,65,400
"C1E",19,149.1004,12680,42.8,41.7,34000,39480,71.8,0.3,215,1185
"C1N",8,140.0025,17690,47.2,45,30400,34360,67,0.3,120,730
"E1A",19,99.0623,48340,40.4,41.4,35200,40120,73,0.3,450,3145
"E1B",11,34.0983,20585,45.2,43.9,34800,39120,71.4,0.2,65,570
"E1C",12,12.2776,25830,40.8,42.8,26800,31760,67,0.3,495,2785
"E1E",19,34.0378,11935,42.8,43.3,33200,38360,68.4,0.3,65,755
"E1G",19,447.7288,24785,40.8,39.7,38000,41960,76.6,0.3,250,1505
"E1H",16,272.3461,7885,47.2,44.7,34400,39320,72.2,0.3,20,50
"E1J",7,169.1107,3735,44.8,42.6,37200,40880,72.2,0.2,0,25
"E1N",8,980.726,11335,50,46.5,31400,35640,64,0.3,10,155
"E1V",8,915.9923,13815,50,46.5,32000,36240,65.4,0.3,0,165
"E1W",8,174.4149,6940,55.6,51.2,30200,35360,60.3,0.3,20,25
"E1X",8,451.1272,14085,52,47.8,28800,32520,61.9,0.3,0,30
"E2A",8,1937.2096,17405,53.2,49.1,29200,34200,61.3,0.3,50,340
"E2E",2,25.8261,19840,44,42.3,42000,51500,73.4,0.3,65,525
"E2G",2,32.4951,5530,42.4,41.3,40000,46800,74.6,0.3,0,35
"E2H",0,23.6453,4750,44.4,42.6,36800,52100,69.4,0.4,25,120
"E2J",12,31.2457,16060,44,43.9,30200,33040,69.4,0.2,100,790
"E2K",12,31.6109,18800,42.4,42.8,28600,34720,65.6,0.3,210,1500
"E2L",12,2.4507,8220,39.2,41.8,25200,31400,71.8,0.3,120,630
"E2M",11,119.6854,18835,46.8,44.3,34400,38240,69.6,0.3,60,205
"E2N",7,91.107,4310,46.4,43.5,36800,40680,76.4,0.2,0,10
"E2P",7,25.6766,1340,45.6,43.2,34400,36000,72.4,0.2,0,10
"E2S",7,311.7279,6970,44,41.5,36400,40240,77.8,0.2,10,35
"E2V",3,281.9287,14545,34.4,36.8,40400,40920,75.6,0.2,20,80
"E3A",11,1151.348,29465,42.8,42.5,34000,37680,71,0.3,40,805
"E3B",12,521.3186,39790,37.2,40,33200,40200,69.8,0.3,520,3050
"E3C",5,152.6019,12320,43.6,42.3,42400,45920,72.4,0.2,60,310
"E3E",2,257.5042,4720,43.6,41.5,39600,46640,70.8,0.3,0,25
"E3G",7,227.4319,9120,42,40.9,38800,43480,75,0.3,40,170
"E3L",8,363.2107,8440,49.6,46,28800,33400,65,0.3,60,215
"E3N",8,1441.2183,13470,53.6,48.6,29000,33080,61.2,0.3,0,140
"E3V",18,86.6808,12145,54,49.9,30400,35360,63.8,0.3,35,410
"E3Y",8,1163.2145,7115,48.8,45.8,30800,35240,68.2,0.3,20,75
"E3Z",8,171.6515,3965,50,46.4,30600,34480,63.3,0.3,10,35
"E4A",8,1248.8792,3000,56.8,50.9,27000,32160,61.2,0.3,30,50
"E4B",8,475.8974,4265,54.4,49.1,28200,32440,60.7,0.3,0,25
"E4C",8,580.8362,2455,57.2,51.4,29800,34720,53.4,0.3,0,30
"E4E",8,664.4041,9165,48.4,45.1,29200,34920,66.6,0.3,10,150
"E4G",8,436.7752,2710,48,44.4,30800,33160,62.1,0.3,0,0
"E4H",8,1016.5965,4205,50.4,46.9,30200,33560,65.6,0.3,0,15
"E4J",8,205.8624,5000,47.2,44.4,30800,33760,67.8,0.2,10,60
"E4K",8,252.6022,6395,46,44.5,34800,37800,70.4,0.2,25,105
"E4L",8,691.1698,7745,46,44.5,31200,37480,65.6,0.3,55,235
"E4M",8,442.1741,1935,58,51.4,28000,33200,52,0.3,0,20
"E4N",8,113.3426,3895,51.6,47.8,31200,34520,63.6,0.3,55,130
"E4P",8,364.301,15900,52,48.3,33600,37800,65.2,0.3,65,255
"E4R",8,137.757,6885,52.8,48.5,34400,38720,68.8,0.3,0,35
"E4S",8,394.6169,7275,54,49.5,30400,33840,61,0.2,10,80
"E4T",8,2237.1132,2190,52.4,48.1,27200,29760,59.6,0.2,0,0
"E4V",8,183.2842,4520,47.2,45.2,32800,35520,70.6,0.2,0,40
"E4W",8,595.6233,8605,48.4,45.2,28800,33200,61.3,0.3,15,125
"E4X",8,260.6329,3090,55.6,50.8,29600,31640,55.9,0.3,0,20
"E4Y",8,665.5381,3060,56.8,51.3,27000,30560,54.9,0.2,0,0
"E4Z",8,2490.1414,5870,46.8,44.3,29800,34080,67,0.3,0,0
"E5A",8,882.1724,1625,51.6,47.1,27000,29600,63.2,0.3,0,0
"E5B",4,347.8057,3335,56.4,50.2,33600,43720,55,0.3,25,125
"E5C",8,516.218,4355,47.6,44.7,32400,36040,69.4,0.3,0,25
"E5E",8,39.5937,945,50.8,46.7,28800,34300,56.8,0.2,15,25
"E5G",5,156.521,2735,44,43,33600,41720,73.4,0.3,0,30
"E5H",8,372.7658,2910,47.6,44.3,31600,34880,69.6,0.2,10,10
"E5J",8,442.5738,2115,48.8,45.6,35600,44680,69.2,0.3,0,0
"E5K",7,600.1638,7260,45.2,43.2,38000,43280,74.8,0.2,0,15
"E5L",8,1553.2384,2905,48.8,45.7,30600,33080,68.2,0.2,20,20
"E5M",8,610.8687,2170,55.2,49.8,31400,36360,62.6,0.3,0,15
"E5N",7,601.3895,12265,44.8,43.1,34800,39320,70.8,0.3,0,40
"E5P",8,317.1822,2680,47.2,44.1,30000,33920,71.4,0.3,0,0
"E5R",8,631.349,1515,52,47.6,29400,35200,67.2,0.3,0,0
"E5S",8,116.1286,1885,52,47.4,36000,39280,67.2,0.3,0,15
"E5T",8,477.7522,3145,48.8,45,29800,35960,70.4,0.3,0,15
"E5V",8,38.3193,715,52,48.1,32400,37000,67,0.3,0,0
"E6A",8,2335.0003,1240,53.2,48.2,28800,29800,63.6,0.2,0,0
"E6B",8,1628.9512,1575,51.2,46.7,28400,31650,65.2,0.3,0,0
"E6C",8,563.0066,2105,45.2,43.2,32800,34360,73.2,0.2,0,25
"E6E",8,579.7759,1495,48.8,45.2,28800,32800,64,0.2,0,0
"E6G",8,571.8624,2655,52,47.6,31800,37040,65,0.3,0,20
"E6H",8,1001.8805,1215,55.2,50,29800,36000,62.8,0.3,0,15
"E6J",8,548.9555,1235,54.8,48.8,27400,31200,62.4,0.3,0,40
"E6K",8,811.5974,4085,50.4,46.2,33600,38160,67.8,0.3,15,25
"E6L",7,432.084,4820,47.2,44.1,33200,37440,71.6,0.3,0,0
"E7A",8,601.2534,3705,53.2,48,30600,33600,67,0.3,25,120
"E7B",8,650.5028,5645,50.4,46.6,31400,36000,70.4,0.2,0,40
"E7C",8,1066.1272,5060,52,47.6,31800,34880,66.6,0.3,0,10
"E7E",8,914.2085,4095,51.2,46.9,29800,32240,67.8,0.2,0,45
"E7G",8,3710.547,3620,54,48.9,26600,30720,61.1,0.3,0,0
"E7H",8,583.6354,5600,49.2,45.2,27000,31120,60.4,0.3,15,20
"E7J",8,777.2255,1905,49.2,45.6,29800,32800,63.4,0.2,0,0
"E7K",8,306.8673,2405,47.6,44.2,29600,32000,66.4,0.2,0,0
"E7L",8,1035.8081,5100,48,44.3,30600,35280,72.4,0.3,0,110
"E7M",8,435.0027,10435,44.4,43.3,30000,40120,59.8,0.3,15,415
"E7N",8,412.4201,3155,45.6,42.6,31800,33800,69,0.3,15,65
"E7P",8,341.7334,3470,48,44.7,31600,34920,74,0.3,0,35
"E8A",8,2478.2472,3645,48.8,45.6,31400,33120,67,0.2,0,55
"E8B",8,2049.8202,2305,49.2,45.6,28800,30400,60.8,0.3,10,10
"E8C",8,17.1494,3695,56,50.6,28800,31320,51.7,0.3,15,15
"E8E",8,1228.0521,5115,52.4,47.6,32400,36520,61.5,0.3,0,0
"E8G",8,1352.3319,2465,59.2,54.5,23600,28040,49.4,0.3,10,10
"E8J",8,173.8053,5625,54,49,30600,33600,64.4,0.3,0,15
"E8K",8,326.968,8715,52.4,48.2,31200,35480,65,0.3,30,55
"E8L",8,654.6006,2255,53.6,50.4,27800,31040,58.4,0.2,0,0
"E8M",8,196.0859,2020,52,47.4,27200,31800,62.6,0.3,0,0
"E8N",8,78.2525,2400,57.6,52.5,27000,29920,54,0.2,0,0
"E8P",8,198.5975,3405,55.2,50.6,28800,33120,60.1,0.2,0,0
"E8R",8,229.68,3125,54.4,50.2,26000,29000,58.3,0.2,0,0
"E8S",8,62.2297,4610,52.8,48.8,30800,36440,61.7,0.3,10,75
"E8T",8,185.8992,5715,55.6,50.7,29000,33640,57.5,0.3,25,25
"E9A",8,512.8748,2230,54.8,50.8,31200,33760,56,0.2,0,15
"E9B",8,567.6745,2275,51.2,47.3,29400,33760,61.6,0.2,0,0
"E9C",8,1488.7928,2150,56,50.6,25800,31320,55.4,0.3,0,0
"E9E",8,6211.0765,3870,51.2,47.6,29200,33800,62.3,0.3,0,0
"E9G",8,462.1294,5300,48.8,45.6,26600,29480,56.9,0.2,0,10
"E9H",8,262.4844,2930,53.6,49.9,26800,28240,53.4,0.2,0,0
"G0A",11,11122.098,83410,45.6,43.9,37600,41440,68.8,0.2,135,470
"G0C",18,8551.1387,45955,54,49.1,30000,34280,58.4,0.2,20,115
"G0E",8,1463.3106,4630,59.6,53,27600,31880,56.9,0.2,10,0
"G0G",2,127524.3928,16315,43.2,41.7,38000,44960,75.8,0.2,15,30
"G0H",5,3019.2551,10540,49.6,45.5,31800,35360,64.6,0.3,10,0
"G0J",18,11515.5635,29005,54.4,48.4,28000,32120,60.1,0.2,20,40
"G0K",11,3827.3675,11725,47.6,44.6,32800,35000,66,0.2,10,30
"G0L",18,7984.214,60940,51.2,47.1,31400,34680,64.2,0.2,85,165
"G0M",11,3126.5538,34400,45.2,43.5,32000,34880,66.8,0.2,125,420
"G0N",18,1560.109,19995,50,46.3,30600,34080,62.1,0.2,75,240
"G0P",11,907.9263,6790,46,43.6,30000,33000,63.4,0.2,0,20
"G0R",18,7117.3534,84335,49.6,46.2,32800,35440,66.6,0.2,210,590
"G0S",11,3444.0204,72495,42,41.7,34800,37040,70.8,0.2,225,590
"G0T",18,2297.7322,13560,54.8,49.3,30600,35240,61.7,0.2,15,65
"G0V",11,38016.179,18375,45.6,43.6,34800,38040,68,0.2,10,50
"G0W",5,23303.0543,36540,43.2,42.1,32800,36880,68.2,0.3,50,90
"G0X",11,31080.7623,60485,50,46,32000,35560,62.4,0.2,75,220
"G0Y",18,1773.644,9320,54,47.6,30800,33640,60.3,0.2,0,0
"G0Z",11,620.9932,8975,43.2,42.2,30400,33200,67.4,0.2,45,90
"G1B",7,41.6431,16700,41.6,40,41200,43080,76.8,0.2,10,110
"G1C",7,20.7153,36215,49.2,45.8,38400,41320,69.6,0.2,75,320
"G1E",11,11.0731,27750,45.2,45.1,33600,36520,66.6,0.2,165,695
"G1G",7,10.1297,24975,44.8,44,37600,40320,67.4,0.2,95,550
"G1H",11,8.3869,29620,48,47.2,34000,36520,65.2,0.2,170,895
"G1J",12,6.2473,23325,40,43,29200,32040,66.8,0.3,150,1215
"G1K",12,3.856,18910,39.6,42.8,30600,35360,71.8,0.3,205,1145
"G1L",12,3.9677,22025,39.6,42.5,29800,32920,71,0.3,215,1090
"G1M",11,10.7409,20770,47.2,47,32000,34880,67.6,0.2,120,810
"G1N",12,2.4844,8400,38.4,42.2,28800,31400,74.2,0.3,70,375
"G1P",11,11.4638,16535,43.2,44.4,34000,36280,68.8,0.2,180,845
"G1R",12,3.0261,16425,44.8,46.9,34000,41920,64,0.3,385,1240
"G1S",18,4.789,25910,51.6,49.6,40000,47760,62.7,0.3,265,1260
"G1T",13,4.7408,6795,51.2,47.5,53600,69400,62,0.3,50,200
"G1V",10,8.5447,23630,32.8,41,28600,35320,63.7,0.3,655,3050
"G1W",11,8.4646,22500,43.2,44.8,39200,47160,67,0.3,305,1575
"G1X",11,12.0263,26745,43.2,44.2,37200,42760,66,0.3,340,2000
"G1Y",2,6.4974,12735,49.6,46.1,46800,52550,64.8,0.3,45,195
"G2A",7,20.4068,15350,42.8,42.3,40400,43600,71.4,0.2,30,165
"G2B",7,14.5983,24935,43.6,43.1,38000,40760,71.2,0.2,30,335
"G2C",7,7.5484,12285,45.2,44.7,40800,43800,72.8,0.2,20,240
"G2E",7,9.1608,21055,47.6,45.6,39600,42400,70.4,0.2,40,200
"G2G",7,51.2998,10790,44.4,42.7,40800,44360,74.8,0.2,10,165
"G2J",18,0.9948,3225,56,51.4,37600,43600,58.6,0.3,0,110
"G2K",18,16.0871,12845,52.4,48.5,42400,48080,67.4,0.3,40,165
"G2L",7,11.7615,14610,46,44,40400,43400,68,0.2,15,115
"G2M",7,22.3716,5625,41.2,39.7,43200,45200,74.8,0.2,0,25
"G2N",7,13.3945,8485,39.2,38.5,41200,42120,77.6,0.2,0,180
"G3A",5,85.7954,20235,48.4,45.1,45200,52450,69,0.3,25,135
"G3B",2,61.734,8315,42.4,39.3,49600,55900,76.2,0.3,55,125
"G3C",7,671.61,10435,39.2,37.7,44400,46680,78.4,0.2,20,80
"G3E",7,8.4509,16115,38.8,37.6,43200,44280,80,0.2,0,85
"G3G",7,33.9882,10025,40.4,39.4,39200,40600,74.8,0.2,0,30
"G3H",7,121.1154,10145,40.4,40.6,39200,41240,75.2,0.2,0,85
"G3J",7,41.281,10635,38,38.1,40800,41920,77.4,0.2,15,120
"G3K",7,29.9346,20400,36.4,36.1,42800,43440,81.2,0.2,20,145
"G3L",11,666.2013,11105,46.8,44.7,34800,37720,70,0.2,20,40
"G3M",11,20.1956,7435,44.8,44.5,34800,38000,68.2,0.2,65,115
"G3N",7,165.8386,11115,37.6,37.6,44000,46800,73,0.2,0,30
"G3S",3,361.4882,6645,32,32.6,48400,46640,81,0.2,0,25
"G3Z",18,545.8467,7370,54.8,50.1,32000,35360,59.8,0.2,80,165
"G4A",18,51.5277,3065,50.8,47.3,32800,34920,64.4,0.2,0,15
"G4R",11,26778.6185,20325,43.2,42.2,36400,43720,74,0.3,90,255
"G4S",16,121.9205,4935,40.8,40.4,39200,41400,76.6,0.2,0,0
"G4T",18,187.3315,12655,54.4,49.1,32800,38840,63.4,0.2,20,25
"G4V",18,4544.5351,6290,53.6,48.6,27800,33760,55.8,0.2,15,55
"G4W",18,195.4893,13990,52.4,48.2,31000,35120,63,0.3,60,255
"G4X",18,2866.9162,15065,50.4,46.5,34000,37280,63.9,0.2,15,60
"G4Z",11,42369.1968,9390,48,45.2,39200,42760,70.4,0.2,10,55
"G5A",18,458.1944,8285,54,48.9,31600,35120,62.4,0.2,0,55
"G5B",2,41.1983,5975,44,42.6,38400,45480,77,0.3,0,0
"G5C",11,39.7103,11390,49.2,45.7,35600,40920,69.2,0.3,0,70
"G5H",18,55.2249,6975,52.4,47.7,28600,32880,59.5,0.3,0,10
"G5J",18,192.0236,6010,52,47.7,31000,35200,65,0.3,0,20
"G5L",18,62.2922,28735,49.6,47.6,30600,35480,60.5,0.3,65,625
"G5M",7,18.857,8830,43.6,42.4,39600,42480,70.4,0.2,0,25
"G5N",7,175.9165,8375,44.4,42.4,39600,43560,69.6,0.2,10,35
"G5R",11,83.7418,20115,48.4,46.7,33200,38240,64.2,0.3,115,380
"G5T",18,556.7846,2885,55.2,49.7,30000,32000,62.3,0.2,0,15
"G5V",18,124.4443,11000,53.2,48.8,31000,35400,62,0.3,55,185
"G5X",11,164.5911,6180,45.2,44.4,33600,35800,66.8,0.2,0,75
"G5Y",18,88.4581,23085,48.4,46,31600,34960,63.9,0.3,105,490
"G5Z",7,98.8781,7600,41.6,40.8,36800,40320,72,0.2,0,55
"G6A",7,11.7402,2545,39.2,37.2,40000,43680,77,0.2,0,35
"G6B",18,278.6531,8405,50.8,47.5,31200,34760,61.9,0.2,30,120
"G6C",7,86.0979,7960,40,39.5,39600,41640,77,0.2,40,125
"G6E",7,107.5486,13110,44,43.3,36800,40000,71.6,0.2,30,225
"G6G",18,200.6784,20355,54.4,50,30400,34120,61.2,0.3,70,335
"G6H",18,214.2918,7095,50,46.5,31200,33200,59.7,0.2,0,30
"G6J",7,94.3022,10625,40.8,39.4,40800,42000,75.6,0.2,40,150
"G6K",7,3.6949,8235,41.2,39.7,44800,47080,75.8,0.2,0,35
"G6L",11,341.1145,15290,44.4,43.6,31200,33680,66.8,0.2,105,355
"G6P",18,30.2009,29575,54,49.6,28600,33000,59.4,0.3,75,430
"G6R",7,18.3115,4700,40.8,39,37200,41560,70.2,0.2,0,20
"G6S",7,62.036,5385,43.2,42.9,35600,40200,67.4,0.2,15,45
"G6T",7,42.7389,11200,39.2,38.9,38400,40600,73.4,0.2,0,65
"G6V",18,24.8553,32035,52.4,48.9,34400,38360,63.1,0.3,210,930
"G6W",7,23.3304,25240,46.4,45,38000,42240,69.8,0.2,180,575
"G6X",11,7.9521,9310,46,45.1,36800,38320,68.2,0.2,70,240
"G6Y",7,17.3352,7230,40.4,39.7,42800,46160,75.4,0.2,25,95
"G6Z",7,95.7585,23580,42,40,42800,47640,78,0.2,45,105
"G7A",7,94.7399,25430,40.8,39.9,44400,48560,76.2,0.2,90,295
